,Unnamed: 0,Internet usage_no time at all,Rock,Cars,Reliability,Decision making,Movies,Elections,Celebrities,Self-criticism,Judgment calls,Hypochondria,Empathy,Art exhibitions,Theatre,Eating to survive,Giving,Storm,Classical music,Rats,Flying,Compassion to animals,Borrowed stuff,Loneliness,Musical instruments,Cheating in school,Health,Law,Dance,Changing the past,Appearence and gestures,Romantic,God,Science and technology,Physics,Dreams,Charity,Foreign languages,Number of friends,Darkness,Prioritising workload,Passwords,Emails
762,762,0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,1,3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,3.0,3,2.0,5.0,5,1.0,5.0,Default,763@survey.com
763,763,0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,5.0,5.0,5.0,1,5.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,3,3.0,4.0,3,1.0,3.0,Default,764@survey.com
764,764,0,3.0,1.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,1.0,4.0,2.0,4.0,3,2.0,2.0,3.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,3,2.0,5.0,3,2.0,4.0,Default,765@survey.com
765,765,0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,4.0,5.0,2.0,5.0,2.0,1.0,5,2.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,3,1.0,5.0,2,1.0,3.0,Default,766@survey.com
766,766,0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,5,5.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5,5.0,5.0,2,4.0,3.0,Default,767@survey.com
767,767,0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,1.0,3,1.0,4.0,2,5.0,1.0,Default,768@survey.com
768,768,0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1,3.0,1.0,3.0,4.0,1.0,4.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3,2.0,3.0,3,2.0,3.0,Default,769@survey.com
769,769,0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3,3.0,4.0,3,2.0,3.0,Default,770@survey.com
770,770,0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,5,4.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,3.0,4,3.0,3.0,2,3.0,3.0,Default,771@survey.com
771,771,0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,3,3.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,1.0,4,2.0,3.0,3,3.0,1.0,Default,772@survey.com
772,772,0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2,3.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,3,3.0,4.0,4,2.0,2.0,Default,773@survey.com
773,773,0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0,2,5.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3,5.0,3.0,5,2.0,2.0,Default,774@survey.com
774,774,0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,4,2.0,5.0,4,2.0,3.0,Default,775@survey.com
775,775,0,4.0,3.0,2.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,1,1.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,4,3.0,5.0,2,2.0,3.0,Default,776@survey.com
776,776,0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,5,5.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0,5,5.0,5.0,5,1.0,5.0,Default,777@survey.com
777,777,0,3.0,5.0,5.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,5.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,3,1.0,3.0,1,1.0,2.0,Default,778@survey.com
778,778,0,2.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,3.0,5.0,3.0,5.0,2,4.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,4,1.0,3.0,3,4.0,2.0,Default,779@survey.com
779,779,0,3.0,2.0,4.0,3.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,1,5.0,3.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,3,1.0,4.0,5,3.0,4.0,Default,780@survey.com
780,780,0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2,3.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,4,4.0,5.0,3,2.0,3.0,Default,781@survey.com
781,781,0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,1.0,5.0,4.0,5.0,2,2.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,3,2.0,3.0,3,1.0,1.0,Default,782@survey.com
782,782,0,5.0,3.0,4.0,3.0,5.0,1.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,4,4.0,4.0,4.0,1.0,2.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,5,4.0,5.0,4,5.0,1.0,Default,783@survey.com
783,783,0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,1,3.0,1.0,4.0,1.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3,3.0,2.0,5,1.0,3.0,Default,784@survey.com
784,784,0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,3,2.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,5.0,4.0,2.0,3,3.0,4.0,3,1.0,3.0,Default,785@survey.com
785,785,0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,1,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,3,3.0,5.0,3,1.0,3.0,Default,786@survey.com
786,786,0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1,3.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,4,3.0,3.0,4,1.0,2.0,Default,787@survey.com
787,787,0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,2,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,4,2.0,3.0,5,3.0,1.0,Default,788@survey.com
788,788,0,3.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,2.0,3.0,2,5.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,3,3.0,4.0,3,3.0,3.0,Default,789@survey.com
789,789,0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,3,3.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,1,3.0,4.0,5,5.0,4.0,Default,790@survey.com
790,790,0,5.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,4.0,3,1.0,4.0,2,1.0,2.0,Default,791@survey.com
791,791,0,2.0,1.0,3.0,3.0,5.0,5.0,1.0,4.0,5.0,2.0,2.0,4.0,1.0,1,3.0,1.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,2.0,5.0,3.0,1.0,3,1.0,3.0,2,2.0,1.0,Default,792@survey.com
792,792,0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3,4.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,3,2.0,2.0,4,3.0,3.0,Default,793@survey.com
793,793,0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3,5.0,4.0,4,3.0,3.0,Default,794@survey.com
794,794,0,2.0,5.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0,5,3.0,1.0,5,1.0,4.0,Default,795@survey.com
795,795,0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3,3.0,4.0,4,1.0,3.0,Default,796@survey.com
796,796,0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,4,2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,3,3.0,4.0,4,4.0,3.0,Default,797@survey.com
797,797,0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,5,5.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,3,1.0,3.0,1,1.0,1.0,Default,798@survey.com
798,798,0,5.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,1,2.0,1.0,4.0,5.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,3,3.0,5.0,5,1.0,3.0,Default,799@survey.com
799,799,0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,2,3.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,4,3.0,4.0,2,3.0,3.0,Default,800@survey.com
800,800,0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,5.0,2,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3,1.0,3.0,4,1.0,5.0,Default,801@survey.com
801,801,0,5.0,5.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,3,1.0,2.0,5,1.0,1.0,Default,802@survey.com
802,802,0,4.0,2.0,5.0,3.0,5.0,5.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,3,3.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,5.0,4.0,5.0,3.0,1.0,3,2.0,5.0,5,3.0,4.0,Default,803@survey.com
803,803,0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,1,5.0,1.0,2.0,4.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,3,3.0,3.0,3,1.0,1.0,Default,804@survey.com
804,804,0,5.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,2,1.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,1.0,4.0,4.0,1.0,5.0,4.0,3.0,1.0,1,1.0,5.0,3,1.0,5.0,Default,805@survey.com
805,805,0,5.0,1.0,5.0,4.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,3,3.0,5.0,5,3.0,5.0,Default,806@survey.com
806,806,0,1.0,5.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2,3.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,5,2.0,1.0,5,2.0,3.0,Default,807@survey.com
807,807,0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,1,2.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,3,2.0,4.0,3,1.0,1.0,Default,808@survey.com
808,808,0,5.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0,4,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,5.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3,1.0,3.0,2,1.0,1.0,Default,809@survey.com
809,809,0,2.0,5.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4,4.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,1.0,4,4.0,5.0,3,1.0,3.0,Default,810@survey.com
810,810,0,5.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,1,3.0,3.0,5.0,4.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,3,2.0,3.0,3,4.0,3.0,Default,811@survey.com
811,811,0,5.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,1.0,5.0,4.0,4.0,1,3.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,5.0,3.0,3,4.0,4.0,4,2.0,3.0,Default,812@survey.com
812,812,0,1.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5,3.0,3.0,1.0,2.0,5.0,5.0,4.0,2.0,1.0,5.0,4.0,5.0,1.0,1.0,3.0,4.0,5.0,3.0,1.0,3,2.0,2.0,5,2.0,3.0,Default,813@survey.com
813,813,0,2.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5,3.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,4.0,5.0,4.0,1.0,4,3.0,2.0,5,2.0,3.0,Default,814@survey.com
814,814,0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,5.0,1,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,3,2.0,5.0,3,5.0,3.0,Default,815@survey.com
815,815,0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,4.0,4,3.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,4.0,4,2.0,5.0,4,1.0,1.0,Default,816@survey.com
816,816,0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,4,5.0,2.0,4.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3,2.0,5.0,3,3.0,3.0,Default,817@survey.com
817,817,0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,3,1.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,3,1.0,1.0,5,2.0,3.0,Default,818@survey.com
818,818,0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,4.0,1.0,1.0,1,4.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,3,1.0,5.0,4,1.0,1.0,Default,819@survey.com
819,819,0,2.0,5.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,1,3.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,5,1.0,4.0,3,2.0,2.0,Default,820@survey.com
820,820,0,5.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,1,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,1.0,4,1.0,5.0,3,1.0,1.0,Default,821@survey.com
821,821,0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,4,3.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,5.0,1.0,2.0,5.0,4.0,4.0,5.0,5.0,1.0,1,4.0,5.0,2,3.0,3.0,Default,822@survey.com
822,822,0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,1,3.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3,2.0,4.0,3,2.0,1.0,Default,823@survey.com
823,823,0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4,1.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,3,2.0,3.0,1,1.0,3.0,Default,824@survey.com
824,824,0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,5.0,2.0,3.0,2.0,5.0,1,3.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3,1.0,5.0,3,5.0,5.0,Default,825@survey.com
825,825,0,5.0,1.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,1,1.0,1.0,4.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,3,2.0,3.0,3,5.0,3.0,Default,826@survey.com
826,826,0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,1,2.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0,1.0,5.0,4.0,2.0,2.0,1.0,2,1.0,5.0,2,3.0,3.0,Default,827@survey.com
827,827,0,5.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,1,2.0,3.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3,2.0,4.0,4,2.0,2.0,Default,828@survey.com
828,828,0,5.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,4,3.0,3.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,2,4.0,4.0,2,2.0,4.0,Default,829@survey.com
829,829,0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,5.0,2.0,5.0,4.0,5.0,1,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,3,3.0,5.0,3,2.0,3.0,Default,830@survey.com
830,830,0,3.0,1.0,5.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,3.0,4.0,1,5.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,1.0,4.0,4.0,4,1.0,5.0,4,2.0,3.0,Default,831@survey.com
831,831,0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,3,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3,2.0,5.0,5,3.0,3.0,Default,832@survey.com
832,832,0,5.0,1.0,5.0,1.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1,4.0,1.0,5.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,3,3.0,5.0,3,4.0,3.0,Default,833@survey.com
833,833,0,4.0,1.0,4.0,4.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,4.0,5.0,2,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,3,2.0,4.0,3,3.0,1.0,Default,834@survey.com
834,834,0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,2,3.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4,3.0,5.0,4,4.0,2.0,Default,835@survey.com
835,835,0,4.0,3.0,3.0,5.0,5.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,3,3.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,3,2.0,3.0,4,1.0,3.0,Default,836@survey.com
836,836,0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,5,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,4,1.0,4.0,5,1.0,2.0,Default,837@survey.com
837,837,0,5.0,1.0,5.0,3.0,4.0,5.0,1.0,5.0,3.0,1.0,4.0,4.0,5.0,1,1.0,1.0,5.0,1.0,4.0,2.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,3,1.0,5.0,4,2.0,2.0,Default,838@survey.com
838,838,0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,1.0,5.0,1.0,4.0,3.0,3.0,3,4.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,4,2.0,3.0,5,3.0,1.0,Default,839@survey.com
839,839,0,3.0,3.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3,2.0,4.0,4,3.0,1.0,Default,840@survey.com
840,840,0,5.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,1.0,3.0,4,4.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4,3.0,2.0,3,3.0,2.0,Default,841@survey.com
841,841,0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,4.0,1.0,1.0,3,3.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0,3,1.0,5.0,3,1.0,3.0,Default,842@survey.com
842,842,0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,1.0,5.0,1.0,4.0,3,5.0,5.0,3.0,5.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,5.0,4.0,5.0,2.0,3,1.0,3.0,3,5.0,5.0,Default,843@survey.com
843,843,0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,2,3.0,1.0,3.0,5.0,1.0,4.0,5.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,3,3.0,5.0,5,1.0,2.0,Default,844@survey.com
